0.111343967	0.044359064	0.149687585	0.166821904	0.111343967	0.166821904	0.166821904	0.166821904	0.005666162
0.090251096	0.003434626	0.194046649	0.194046649	0.090251096	0.181433617	0.181433617	0.181433617	0.003434626
0.053595684	0.088698723	0.105347926	0.194046649	0.088698723	0.194046649	0.194046649	0.194046649	0.001125471
0.132824931	0.011080064	0.182966585	0.182966585	0.132824931	0.148309854	0.148309854	0.148309854	0.009081383
0.061842667	0.177416851	0.061842667	0.193231653	0.177416851	0.193231653	0.193231653	0.193231653	0.001513564
0.19222261	0.042593239	0.19222261	0.066208717	0.19222261	0.066208717	0.066208717	0.171867117	0.171867117
0.070730003	0.19080607	0.116427989	0.116427989	0.07761866	0.07761866	0.07761866	0.00199868	0.19080607
0.122113556	0.044359064	0.149687585	0.157953972	0.122113556	0.157953972	0.157953972	0.157953972	0.007199131
0.090251096	0.144157255	0.090251096	0.181433617	0.144157255	0.181433617	0.181433617	0.181433617	0.003434626
0.178231847	0.025400706	0.182966585	0.182966585	0.178231847	0.095412737	0.095412737	0.095412737	0.025400706
0.061842667	0.110878255	0.083168394	0.193231653	0.110878255	0.193231653	0.193231653	0.193231653	0.001513564
0.153219234	0.155237319	0.153219234	0.127488648	0.155237319	0.155237319	0.155237319	0.127488648	0.03880933
0.184305507	0.110878255	0.184305507	0.030426515	0.184305507	0.110878255	0.110878255	0.083168394	0.085186479
0.153219234	0.127488648	0.153219234	0.014048977	0.153219234	0.088698723	0.088698723	0.105347926	0.127488648
0.132824931	0.148309854	0.132824931	0.009081383	0.132824931	0.121977723	0.121977723	0.072068925	0.148309854
0.162494664	0.116719059	0.162494664	0.083168394	0.162494664	0.110878255	0.110878255	0.017270152	0.116719059
0.153219234	0.155237319	0.153219234	0.127488648	0.155237319	0.155237319	0.155237319	0.127488648	0.014048977
0.184305507	0.030426515	0.194046649	0.194046649	0.184305507	0.085186479	0.085186479	0.085186479	0.030426515
0.053595684	0.155237319	0.053595684	0.194046649	0.155237319	0.194046649	0.194046649	0.194046649	0.001125471
0.184305507	0.030426515	0.194046649	0.194046649	0.184305507	0.085186479	0.085186479	0.085186479	0.030426515
0.053595684	0.055439128	0.138607521	0.194046649	0.055439128	0.194046649	0.194046649	0.194046649	0.001125471
0.100651997	0.011080064	0.182966585	0.182966585	0.100651997	0.174700198	0.174700198	0.174700198	0.004424264
0.061842667	0.099798191	0.094248457	0.193231653	0.099798191	0.193231653	0.193231653	0.193231653	0.001513564
0.143245236	0.110878255	0.143245236	0.138083595	0.143245236	0.138083595	0.138083595	0.138083595	0.083168394
0.153219234	0.155237319	0.153219234	0.014048977	0.155237319	0.155237319	0.155237319	0.03880933	0.127488648
0.184305507	0.144157255	0.184305507	0.049889393	0.184305507	0.144157255	0.144157255	0.030426515	0.085186479
0.178231847	0.025400706	0.178231847	0.095412737	0.178231847	0.095412737	0.095412737	0.171867117	0.171867117
0.070730003	0.19080607	0.105347926	0.105347926	0.088698723	0.088698723	0.088698723	0.00199868	0.19080607
0.182966585	0.011080064	0.132824931	0.148309854	0.132824931	0.148309854	0.148309854	0.182966585	0.182966585
0.194046649	0.193231653	0.061842667	0.001513564	0.061842667	0.001513564	0.001513564	0.194046649	0.194046649
0.194046649	0.194046649	0.053595684	0.001125471	0.053595684	0.001125471	0.001125471	0.194046649	0.194046649
